"Tumor_Sample_Barcode"	"total"	"cohort"	"total_perMB"
"TCGA-FD-A3B3-01A-12D-A202-08"	158	"Bladder"	4.41340782122905
"TCGA-FD-A62O-01A-11D-A30E-08"	158	"Bladder"	4.41340782122905
"TCGA-BT-A42E-01A-11D-A23U-08"	157	"Bladder"	4.3854748603352
"TCGA-DK-A3IQ-01A-31D-A20D-08"	157	"Bladder"	4.3854748603352
"TCGA-UY-A9PA-01A-11D-A38G-08"	152	"Bladder"	4.24581005586592
"TCGA-ZF-A9RD-01A-11D-A42E-08"	152	"Bladder"	4.24581005586592
"TCGA-4Z-AA7O-01A-31D-A391-08"	151	"Bladder"	4.21787709497207
"TCGA-GV-A3QH-01A-11D-A21Z-08"	148	"Bladder"	4.1340782122905
"TCGA-C4-A0F1-01A-11D-A10S-08"	147	"Bladder"	4.10614525139665
"TCGA-5N-A9KI-01A-31D-A42E-08"	146	"Bladder"	4.07821229050279
"TCGA-E7-A3Y1-01A-11D-A22Z-08"	145	"Bladder"	4.05027932960894
"TCGA-FD-A6TH-01A-11D-A32B-08"	145	"Bladder"	4.05027932960894
"TCGA-FT-A61P-01A-11D-A30E-08"	144	"Bladder"	4.02234636871508
"TCGA-GV-A40G-01A-11D-A23M-08"	144	"Bladder"	4.02234636871508
"TCGA-GC-A3RB-01A-12D-A21Z-08"	143	"Bladder"	3.99441340782123
"TCGA-ZF-AA4N-01A-11D-A38G-08"	142	"Bladder"	3.96648044692737
"TCGA-GV-A40E-01A-12D-A23M-08"	141	"Bladder"	3.93854748603352
"TCGA-UY-A78M-01A-21D-A34U-08"	141	"Bladder"	3.93854748603352
"TCGA-CU-A0YN-01A-21D-A10S-08"	140	"Bladder"	3.91061452513966
"TCGA-GU-AATQ-01A-11D-A391-08"	140	"Bladder"	3.91061452513966
"TCGA-XF-A8HF-01A-11D-A364-08"	140	"Bladder"	3.91061452513966
"TCGA-FD-A3B5-01A-11D-A20D-08"	139	"Bladder"	3.88268156424581
"TCGA-PQ-A6FI-01A-11D-A31L-08"	137	"Bladder"	3.8268156424581
"TCGA-HQ-A2OE-01A-11D-A202-08"	135	"Bladder"	3.77094972067039
"TCGA-K4-A4AC-01A-21D-A26M-08"	134	"Bladder"	3.74301675977654
"TCGA-YF-AA3M-01A-11D-A42E-08"	134	"Bladder"	3.74301675977654
"TCGA-XF-A9SK-01A-11D-A42E-08"	132	"Bladder"	3.68715083798883
"TCGA-CF-A9FF-01A-11D-A38G-08"	130	"Bladder"	3.63128491620112
"TCGA-FD-A3SR-01A-11D-A22Z-08"	130	"Bladder"	3.63128491620112
"TCGA-CF-A27C-01A-11D-A16O-08"	129	"Bladder"	3.60335195530726
"TCGA-FD-A5C1-01A-11D-A289-08"	129	"Bladder"	3.60335195530726
"TCGA-XF-AAN7-01A-11D-A42E-08"	129	"Bladder"	3.60335195530726
"TCGA-G2-AA3F-01A-12D-A42E-08"	128	"Bladder"	3.57541899441341
"TCGA-GU-A42R-01A-11D-A23M-08"	128	"Bladder"	3.57541899441341
"TCGA-ZF-A9R2-01A-11D-A391-08"	128	"Bladder"	3.57541899441341
"TCGA-XF-AAN3-01A-11D-A42E-08"	127	"Bladder"	3.54748603351955
"TCGA-2F-A9KP-01A-11D-A38G-08"	126	"Bladder"	3.5195530726257
"TCGA-GV-A3QF-01A-31D-A22Z-08"	125	"Bladder"	3.49162011173184
"TCGA-FD-A6TF-01A-52D-A32B-08"	123	"Bladder"	3.43575418994413
"TCGA-DK-A6B1-01A-12D-A30E-08"	122	"Bladder"	3.40782122905028
"TCGA-GV-A3QK-01B-11D-A23M-08"	121	"Bladder"	3.37988826815642
"TCGA-CF-A3MG-01A-11D-A20D-08"	120	"Bladder"	3.35195530726257
"TCGA-DK-A3X2-01A-11D-A22Z-08"	120	"Bladder"	3.35195530726257
"TCGA-LC-A66R-01A-41D-A30E-08"	120	"Bladder"	3.35195530726257
"TCGA-4Z-AA89-01A-11D-A391-08"	119	"Bladder"	3.32402234636872
"TCGA-FD-A6TD-01A-51D-A339-08"	118	"Bladder"	3.29608938547486
"TCGA-GU-A764-01A-11D-A34U-08"	115	"Bladder"	3.2122905027933
"TCGA-E7-A6ME-01A-22D-A32B-08"	114	"Bladder"	3.18435754189944
"TCGA-FT-A3EE-01A-11D-A202-08"	114	"Bladder"	3.18435754189944
"TCGA-DK-A6B5-01A-11D-A31L-08"	113	"Bladder"	3.15642458100559
"TCGA-GC-A3OO-01A-11D-A22Z-08"	113	"Bladder"	3.15642458100559
"TCGA-E7-A8O8-01A-11D-A364-08"	112	"Bladder"	3.12849162011173
"TCGA-K4-A3WV-01A-11D-A22Z-08"	111	"Bladder"	3.10055865921788
"TCGA-YC-A9TC-01A-22D-A391-08"	111	"Bladder"	3.10055865921788
"TCGA-FD-A3N6-01A-11D-A21A-08"	110	"Bladder"	3.07262569832402
"TCGA-FD-A6TK-01A-42D-A339-08"	110	"Bladder"	3.07262569832402
"TCGA-DK-AA6X-01A-12D-A42E-08"	109	"Bladder"	3.04469273743017
"TCGA-FD-A6TI-01A-11D-A32B-08"	109	"Bladder"	3.04469273743017
"TCGA-XF-A8HC-01A-11D-A364-08"	109	"Bladder"	3.04469273743017
"TCGA-E7-A3X6-01A-12D-A22Z-08"	107	"Bladder"	2.98882681564246
"TCGA-FD-A5BT-01A-11D-A26M-08"	107	"Bladder"	2.98882681564246
"TCGA-GU-A762-01A-11D-A339-08"	107	"Bladder"	2.98882681564246
"TCGA-DK-A1AG-01A-11D-A13W-08"	106	"Bladder"	2.9608938547486
"TCGA-DK-A1AE-01A-11D-A13W-08"	105	"Bladder"	2.93296089385475
"TCGA-DK-AA6Q-01A-11D-A391-08"	105	"Bladder"	2.93296089385475
"TCGA-FD-A5BV-01A-11D-A26M-08"	105	"Bladder"	2.93296089385475
"TCGA-FD-A5C0-01A-11D-A289-08"	105	"Bladder"	2.93296089385475
"TCGA-XF-AAMY-01A-11D-A42E-08"	105	"Bladder"	2.93296089385475
"TCGA-BL-A0C8-01A-11D-A271-08"	104	"Bladder"	2.90502793296089
"TCGA-FD-A5BZ-01A-11D-A289-08"	104	"Bladder"	2.90502793296089
"TCGA-GV-A3JV-01A-11D-A21Z-08"	104	"Bladder"	2.90502793296089
"TCGA-FD-A3SP-01A-31D-A22Z-08"	103	"Bladder"	2.87709497206704
"TCGA-DK-A1AF-01A-11D-A13W-08"	102	"Bladder"	2.84916201117318
"TCGA-ZF-AA52-01A-12D-A391-08"	102	"Bladder"	2.84916201117318
"TCGA-DK-A6AV-01A-12D-A30E-08"	100	"Bladder"	2.79329608938548
"TCGA-ZF-AA56-01A-31D-A391-08"	99	"Bladder"	2.76536312849162
"TCGA-XF-A9SX-01A-21D-A391-08"	98	"Bladder"	2.73743016759777
"TCGA-BT-A20V-01A-11D-A14W-08"	96	"Bladder"	2.68156424581006
"TCGA-HQ-A2OF-01A-11D-A26M-08"	96	"Bladder"	2.68156424581006
"TCGA-4Z-AA82-01A-11D-A391-08"	94	"Bladder"	2.62569832402235
"TCGA-BT-A2LD-01A-12D-A20D-08"	94	"Bladder"	2.62569832402235
"TCGA-YC-A8S6-01A-31D-A38G-08"	94	"Bladder"	2.62569832402235
"TCGA-ZF-A9R5-01A-12D-A42E-08"	93	"Bladder"	2.59776536312849
"TCGA-DK-A2HX-01A-12D-A18F-08"	92	"Bladder"	2.56983240223464
"TCGA-CU-A0YO-01A-11D-A10S-08"	91	"Bladder"	2.54189944134078
"TCGA-XF-AAMT-01A-11D-A42E-08"	91	"Bladder"	2.54189944134078
"TCGA-CU-A72E-01A-12D-A339-08"	90	"Bladder"	2.51396648044693
"TCGA-2F-A9KW-01A-11D-A38G-08"	89	"Bladder"	2.48603351955307
"TCGA-BT-A20Q-01A-11D-A14W-08"	89	"Bladder"	2.48603351955307
"TCGA-ZF-AA4T-01A-11D-A38G-08"	89	"Bladder"	2.48603351955307
"TCGA-GV-A3QG-01A-11D-A21Z-08"	87	"Bladder"	2.43016759776536
"TCGA-UY-A8OD-01A-11D-A364-08"	87	"Bladder"	2.43016759776536
"TCGA-XF-AAMR-01A-31D-A42E-08"	87	"Bladder"	2.43016759776536
"TCGA-UY-A8OC-01A-11D-A364-08"	86	"Bladder"	2.40223463687151
"TCGA-BT-A20P-01A-11D-A14W-08"	85	"Bladder"	2.37430167597765
"TCGA-CU-A3QU-01A-11D-A22Z-08"	85	"Bladder"	2.37430167597765
"TCGA-K4-A4AB-01B-12D-A289-08"	85	"Bladder"	2.37430167597765
"TCGA-C4-A0F0-01A-12D-A10S-08"	84	"Bladder"	2.3463687150838
"TCGA-CF-A8HY-01A-11D-A364-08"	84	"Bladder"	2.3463687150838
"TCGA-FD-A5BR-01A-11D-A26M-08"	84	"Bladder"	2.3463687150838
"TCGA-GD-A3OS-01A-12D-A21Z-08"	84	"Bladder"	2.3463687150838
"TCGA-XF-A9SL-01A-11D-A391-08"	84	"Bladder"	2.3463687150838
"TCGA-BT-A20U-01A-11D-A14W-08"	83	"Bladder"	2.31843575418994
"TCGA-G2-A3IB-01A-11D-A20D-08"	83	"Bladder"	2.31843575418994
"TCGA-ZF-A9R1-01A-11D-A391-08"	83	"Bladder"	2.31843575418994
"TCGA-BT-A20W-01A-21D-A14W-08"	82	"Bladder"	2.29050279329609
"TCGA-XF-A8HH-01A-11D-A38G-08"	82	"Bladder"	2.29050279329609
"TCGA-DK-AA6T-01A-11D-A391-08"	81	"Bladder"	2.26256983240223
"TCGA-ZF-A9RM-01A-11D-A38G-08"	80	"Bladder"	2.23463687150838
"TCGA-ZF-A9R3-01A-11D-A38G-08"	78	"Bladder"	2.17877094972067
"TCGA-FD-A62N-01A-11D-A30E-08"	77	"Bladder"	2.15083798882682
"TCGA-DK-A1AA-01A-11D-A13W-08"	76	"Bladder"	2.12290502793296
"TCGA-HQ-A5ND-01A-11D-A26M-08"	75	"Bladder"	2.09497206703911
"TCGA-PQ-A6FN-01A-11D-A31L-08"	75	"Bladder"	2.09497206703911
"TCGA-XF-A9T2-01A-11D-A42E-08"	75	"Bladder"	2.09497206703911
"TCGA-DK-A3IV-01A-22D-A21A-08"	74	"Bladder"	2.06703910614525
"TCGA-E7-A7PW-01A-11D-A34U-08"	74	"Bladder"	2.06703910614525
"TCGA-4Z-AA83-01A-11D-A391-08"	73	"Bladder"	2.0391061452514
"TCGA-GC-A3RD-01A-12D-A22Z-08"	73	"Bladder"	2.0391061452514
"TCGA-DK-A3IM-01A-11D-A20D-08"	72	"Bladder"	2.01117318435754
"TCGA-FD-A3B4-01A-12D-A202-08"	72	"Bladder"	2.01117318435754
"TCGA-FD-A62S-01A-11D-A30E-08"	70	"Bladder"	1.95530726256983
"TCGA-BT-A20X-01A-11D-A16O-08"	69	"Bladder"	1.92737430167598
"TCGA-XF-A8HB-01A-11D-A364-08"	69	"Bladder"	1.92737430167598
"TCGA-XF-AAMF-01A-21D-A42E-08"	69	"Bladder"	1.92737430167598
"TCGA-FD-A5BU-01A-31D-A26M-08"	68	"Bladder"	1.89944134078212
"TCGA-XF-AAN1-01A-31D-A42E-08"	68	"Bladder"	1.89944134078212
"TCGA-GV-A3JW-01A-11D-A20D-08"	67	"Bladder"	1.87150837988827
"TCGA-FD-A3SQ-01A-21D-A22Z-08"	66	"Bladder"	1.84357541899441
"TCGA-LT-A8JT-01A-11D-A364-08"	66	"Bladder"	1.84357541899441
"TCGA-CF-A47V-01A-11D-A23U-08"	65	"Bladder"	1.81564245810056
"TCGA-E7-A519-01A-11D-A26M-08"	65	"Bladder"	1.81564245810056
"TCGA-FD-A3B7-01A-31D-A20D-08"	65	"Bladder"	1.81564245810056
"TCGA-FJ-A3Z9-01A-11D-A26M-08"	65	"Bladder"	1.81564245810056
"TCGA-CF-A5UA-01A-11D-A289-08"	63	"Bladder"	1.75977653631285
"TCGA-G2-A2EK-01A-22D-A18F-08"	63	"Bladder"	1.75977653631285
"TCGA-XF-A8HI-01A-11D-A38G-08"	63	"Bladder"	1.75977653631285
"TCGA-C4-A0F7-01A-11D-A10S-08"	62	"Bladder"	1.73184357541899
"TCGA-E7-A97Q-01A-11D-A38G-08"	62	"Bladder"	1.73184357541899
"TCGA-ZF-A9RE-01A-11D-A38G-08"	61	"Bladder"	1.70391061452514
"TCGA-ZF-AA4R-01A-11D-A38G-08"	61	"Bladder"	1.70391061452514
"TCGA-FD-A43U-01A-11D-A23U-08"	60	"Bladder"	1.67597765363129
"TCGA-2F-A9KQ-01A-11D-A38G-08"	59	"Bladder"	1.64804469273743
"TCGA-CF-A3MI-01A-11D-A20D-08"	59	"Bladder"	1.64804469273743
"TCGA-DK-AA6M-01A-11D-A391-08"	59	"Bladder"	1.64804469273743
"TCGA-CF-A47Y-01A-11D-A23U-08"	58	"Bladder"	1.62011173184358
"TCGA-GU-A763-01A-11D-A32B-08"	57	"Bladder"	1.59217877094972
"TCGA-XF-A9SV-01A-21D-A42E-08"	57	"Bladder"	1.59217877094972
"TCGA-4Z-AA7S-01A-11D-A391-08"	56	"Bladder"	1.56424581005587
"TCGA-CF-A9FL-01A-11D-A38G-08"	56	"Bladder"	1.56424581005587
"TCGA-XF-AAMH-01A-11D-A42E-08"	56	"Bladder"	1.56424581005587
"TCGA-FD-A43Y-01A-21D-A26M-08"	54	"Bladder"	1.50837988826816
"TCGA-XF-A9SU-01A-31D-A391-08"	54	"Bladder"	1.50837988826816
"TCGA-ZF-AA5H-01A-11D-A391-08"	53	"Bladder"	1.4804469273743
"TCGA-BT-A42B-01A-32D-A23M-08"	51	"Bladder"	1.42458100558659
"TCGA-CF-A8HX-01A-11D-A364-08"	51	"Bladder"	1.42458100558659
"TCGA-ZF-AA5P-01A-11D-A391-08"	51	"Bladder"	1.42458100558659
"TCGA-ZF-AA4U-01A-11D-A38G-08"	50	"Bladder"	1.39664804469274
"TCGA-ZF-AA5N-01A-11D-A42E-08"	49	"Bladder"	1.36871508379888
"TCGA-CF-A5U8-01A-11D-A289-08"	44	"Bladder"	1.22905027932961
"TCGA-E7-A678-01A-11D-A30E-08"	44	"Bladder"	1.22905027932961
"TCGA-FJ-A871-01A-11D-A34U-08"	44	"Bladder"	1.22905027932961
"TCGA-SY-A9G0-01A-12D-A38G-08"	44	"Bladder"	1.22905027932961
"TCGA-FD-A5BY-01A-31D-A289-08"	43	"Bladder"	1.20111731843575
"TCGA-XF-A9SW-01A-11D-A42E-08"	43	"Bladder"	1.20111731843575
"TCGA-XF-AAN4-01A-11D-A42E-08"	42	"Bladder"	1.1731843575419
"TCGA-CF-A3MH-01A-11D-A20D-08"	41	"Bladder"	1.14525139664804
"TCGA-XF-AAMJ-01A-11D-A42E-08"	40	"Bladder"	1.11731843575419
"TCGA-E7-A6MF-01A-12D-A32B-08"	39	"Bladder"	1.08938547486034
"TCGA-CF-A9FH-01A-11D-A38G-08"	38	"Bladder"	1.06145251396648
"TCGA-E7-A4XJ-01A-11D-A26M-08"	38	"Bladder"	1.06145251396648
"TCGA-FD-A3B8-01A-31D-A20D-08"	38	"Bladder"	1.06145251396648
"TCGA-BT-A0S7-01A-11D-A10S-08"	37	"Bladder"	1.03351955307263
"TCGA-XF-A9SH-01A-11D-A391-08"	37	"Bladder"	1.03351955307263
"TCGA-CF-A7I0-01A-22D-A34U-08"	35	"Bladder"	0.977653631284916
"TCGA-XF-A9T4-01A-11D-A391-08"	33	"Bladder"	0.921787709497207
"TCGA-DK-A3WX-01A-22D-A22Z-08"	32	"Bladder"	0.893854748603352
"TCGA-CF-A47T-01A-11D-A23U-08"	27	"Bladder"	0.754189944134078
"TCGA-CF-A47S-01A-11D-A23U-08"	26	"Bladder"	0.726256983240223
"TCGA-E7-A8O7-01A-11D-A364-08"	26	"Bladder"	0.726256983240223
"TCGA-CF-A47W-01A-11D-A23U-08"	24	"Bladder"	0.670391061452514
"TCGA-DK-A6B0-01A-11D-A31L-08"	24	"Bladder"	0.670391061452514
"TCGA-XF-AAMW-01A-11D-A42E-08"	24	"Bladder"	0.670391061452514
"TCGA-CF-A3MF-01A-12D-A21A-08"	23	"Bladder"	0.642458100558659
"TCGA-XF-AAME-01A-12D-A42E-08"	22	"Bladder"	0.614525139664804
"TCGA-FD-A5BS-01A-21D-A26M-08"	21	"Bladder"	0.58659217877095
"TCGA-CF-A9FM-01A-11D-A38G-08"	20	"Bladder"	0.558659217877095
"TCGA-DK-A3WY-01A-11D-A22Z-08"	18	"Bladder"	0.502793296089385
"TCGA-4Z-AA7N-01A-11D-A391-08"	12	"Bladder"	0.335195530726257
"TCGA-XF-AAN8-01A-11D-A42E-08"	1	"Bladder"	0.0279329608938548
"TCGA-44-7670-01A-11D-2063-08"	1964	"Lung Adeno"	54.8603351955307
"TCGA-44-5644-01A-21D-2036-08"	1734	"Lung Adeno"	48.4357541899441
"TCGA-44-3918-01A-01D-A271-08"	1683	"Lung Adeno"	47.0111731843575
"TCGA-55-8506-01A-11D-2393-08"	1535	"Lung Adeno"	42.877094972067
"TCGA-05-4382-01A-01D-1931-08"	1500	"Lung Adeno"	41.8994413407821
"TCGA-44-2656-01A-41D-A27T-08"	1453	"Lung Adeno"	40.5865921787709
"TCGA-78-7155-01A-11D-2036-08"	1359	"Lung Adeno"	37.9608938547486
"TCGA-L9-A7SV-01A-11D-A397-08"	1350	"Lung Adeno"	37.7094972067039
"TCGA-55-7994-01A-11D-2184-08"	1344	"Lung Adeno"	37.5418994413408
"TCGA-MN-A4N4-01A-12D-A24P-08"	1313	"Lung Adeno"	36.6759776536313
"TCGA-86-8073-01A-11D-2238-08"	1302	"Lung Adeno"	36.3687150837989
"TCGA-69-7979-01A-11D-2184-08"	1274	"Lung Adeno"	35.5865921787709
"TCGA-05-4396-01A-21D-1855-08"	1251	"Lung Adeno"	34.9441340782123
"TCGA-86-A4JF-01A-11D-A24P-08"	1192	"Lung Adeno"	33.2960893854749
"TCGA-95-7039-01A-11D-1945-08"	1174	"Lung Adeno"	32.7932960893855
"TCGA-49-AARE-01A-11D-A410-08"	1161	"Lung Adeno"	32.4301675977654
"TCGA-55-A490-01A-11D-A24D-08"	1148	"Lung Adeno"	32.0670391061453
"TCGA-55-8089-01A-11D-2238-08"	1054	"Lung Adeno"	29.4413407821229
"TCGA-44-7662-01A-11D-2063-08"	1043	"Lung Adeno"	29.1340782122905
"TCGA-55-7907-01A-11D-2167-08"	1028	"Lung Adeno"	28.7150837988827
"TCGA-53-7626-01A-12D-2063-08"	1006	"Lung Adeno"	28.1005586592179
"TCGA-50-5930-01A-11D-1753-08"	999	"Lung Adeno"	27.9050279329609
"TCGA-64-5781-01A-01D-1625-08"	994	"Lung Adeno"	27.7653631284916
"TCGA-95-7043-01A-11D-1945-08"	990	"Lung Adeno"	27.6536312849162
"TCGA-05-4410-01A-21D-1855-08"	976	"Lung Adeno"	27.2625698324022
"TCGA-78-8662-01A-11D-2393-08"	970	"Lung Adeno"	27.0949720670391
"TCGA-NJ-A4YQ-01A-11D-A25L-08"	970	"Lung Adeno"	27.0949720670391
"TCGA-86-8358-01A-11D-2323-08"	929	"Lung Adeno"	25.9497206703911
"TCGA-67-3771-01A-01D-1040-01"	916	"Lung Adeno"	25.586592178771
"TCGA-05-4427-01A-21D-1855-08"	910	"Lung Adeno"	25.4189944134078
"TCGA-55-7281-01A-11D-2036-08"	853	"Lung Adeno"	23.8268156424581
"TCGA-55-8507-01A-11D-2393-08"	843	"Lung Adeno"	23.5474860335196
"TCGA-44-7667-01A-31D-2063-08"	829	"Lung Adeno"	23.1564245810056
"TCGA-44-4112-01A-31D-A27T-08"	822	"Lung Adeno"	22.9608938547486
"TCGA-73-A9RS-01A-11D-A410-08"	816	"Lung Adeno"	22.7932960893855
"TCGA-86-6851-01A-11D-1945-08"	813	"Lung Adeno"	22.7094972067039
"TCGA-44-7669-01A-21D-2063-08"	812	"Lung Adeno"	22.6815642458101
"TCGA-95-7567-01A-11D-2063-08"	803	"Lung Adeno"	22.4301675977654
"TCGA-50-6590-01A-12D-1855-08"	800	"Lung Adeno"	22.3463687150838
"TCGA-62-A46O-01A-11D-A24D-08"	765	"Lung Adeno"	21.3687150837989
"TCGA-44-2659-01A-01D-0969-08"	750	"Lung Adeno"	20.9497206703911
"TCGA-50-5049-01A-01D-1625-08"	725	"Lung Adeno"	20.2513966480447
"TCGA-05-4397-01A-01D-1265-08"	724	"Lung Adeno"	20.2234636871508
"TCGA-53-7624-01A-11D-2063-08"	716	"Lung Adeno"	20
"TCGA-78-7220-01A-11D-2036-08"	716	"Lung Adeno"	20
"TCGA-55-7576-01A-11D-2063-08"	712	"Lung Adeno"	19.8882681564246
"TCGA-69-7980-01A-11D-2184-08"	706	"Lung Adeno"	19.7206703910615
"TCGA-44-2657-01A-01D-1105-08"	696	"Lung Adeno"	19.4413407821229
"TCGA-55-7570-01A-11D-2036-08"	685	"Lung Adeno"	19.1340782122905
"TCGA-44-6778-01A-11D-1855-08"	677	"Lung Adeno"	18.9106145251397
"TCGA-49-AARN-01A-21D-A410-08"	676	"Lung Adeno"	18.8826815642458
"TCGA-49-6743-01A-11D-1855-08"	672	"Lung Adeno"	18.7709497206704
"TCGA-L9-A8F4-01A-11D-A397-08"	663	"Lung Adeno"	18.5195530726257
"TCGA-38-4631-01A-01D-1753-08"	660	"Lung Adeno"	18.4357541899441
"TCGA-05-4424-01A-22D-1855-08"	656	"Lung Adeno"	18.3240223463687
"TCGA-44-8117-01A-11D-2238-08"	652	"Lung Adeno"	18.2122905027933
"TCGA-44-6777-01A-11D-1855-08"	651	"Lung Adeno"	18.1843575418994
"TCGA-44-7660-01A-11D-2063-08"	647	"Lung Adeno"	18.072625698324
"TCGA-55-A4DF-01A-11D-A24D-08"	647	"Lung Adeno"	18.072625698324
"TCGA-05-4398-01A-01D-1265-08"	633	"Lung Adeno"	17.6815642458101
"TCGA-75-6214-01A-41D-1945-08"	626	"Lung Adeno"	17.4860335195531
"TCGA-78-8640-01A-11D-2393-08"	624	"Lung Adeno"	17.4301675977654
"TCGA-49-AARQ-01A-11D-A410-08"	618	"Lung Adeno"	17.2625698324022
"TCGA-55-A4DG-01A-11D-A24D-08"	615	"Lung Adeno"	17.1787709497207
"TCGA-44-2668-01A-01D-A271-08"	610	"Lung Adeno"	17.0391061452514
"TCGA-55-8302-01A-11D-2323-08"	596	"Lung Adeno"	16.6480446927374
"TCGA-55-7995-01A-11D-2184-08"	581	"Lung Adeno"	16.2290502793296
"TCGA-50-5946-02A-11D-2107-08"	577	"Lung Adeno"	16.1173184357542
"TCGA-50-5946-01A-11D-1753-08"	570	"Lung Adeno"	15.9217877094972
"TCGA-91-6829-01A-21D-1855-08"	568	"Lung Adeno"	15.8659217877095
"TCGA-75-5126-01A-01D-1753-08"	567	"Lung Adeno"	15.8379888268156
"TCGA-78-7536-01A-11D-2063-08"	565	"Lung Adeno"	15.7821229050279
"TCGA-44-8119-01A-11D-2238-08"	562	"Lung Adeno"	15.6983240223464
"TCGA-44-6145-01A-11D-1753-08"	559	"Lung Adeno"	15.6145251396648
"TCGA-49-AAR9-01A-21D-A410-08"	549	"Lung Adeno"	15.3351955307263
"TCGA-91-6848-01A-11D-1945-08"	546	"Lung Adeno"	15.2513966480447
"TCGA-44-6774-01A-21D-1855-08"	541	"Lung Adeno"	15.1117318435754
"TCGA-69-7765-01A-11D-2167-08"	537	"Lung Adeno"	15
"TCGA-91-6828-01A-11D-1855-08"	531	"Lung Adeno"	14.8324022346369
"TCGA-69-7978-01A-11D-2184-08"	530	"Lung Adeno"	14.804469273743
"TCGA-NJ-A4YF-01A-12D-A25L-08"	530	"Lung Adeno"	14.804469273743
"TCGA-44-8120-01A-11D-2238-08"	521	"Lung Adeno"	14.5530726256983
"TCGA-05-5425-01A-02D-1625-08"	520	"Lung Adeno"	14.5251396648045
"TCGA-44-7661-01A-11D-2063-08"	519	"Lung Adeno"	14.4972067039106
"TCGA-49-AAR4-01A-12D-A410-08"	518	"Lung Adeno"	14.4692737430168
"TCGA-49-AARO-01A-12D-A410-08"	518	"Lung Adeno"	14.4692737430168
"TCGA-38-4625-01A-01D-1553-08"	516	"Lung Adeno"	14.4134078212291
"TCGA-64-1676-01A-01D-0969-08"	513	"Lung Adeno"	14.3296089385475
"TCGA-55-6979-01A-11D-1945-08"	511	"Lung Adeno"	14.2737430167598
"TCGA-86-8585-01A-11D-2393-08"	511	"Lung Adeno"	14.2737430167598
"TCGA-05-4432-01A-01D-1265-08"	510	"Lung Adeno"	14.2458100558659
"TCGA-05-4390-01A-02D-1753-08"	502	"Lung Adeno"	14.0223463687151
"TCGA-55-8511-01A-11D-2393-08"	499	"Lung Adeno"	13.9385474860335
"TCGA-55-7574-01A-11D-2036-08"	486	"Lung Adeno"	13.5754189944134
"TCGA-38-4632-01A-01D-1753-08"	480	"Lung Adeno"	13.4078212290503
"TCGA-50-5933-01A-11D-1753-08"	478	"Lung Adeno"	13.3519553072626
"TCGA-55-1592-01A-01D-0969-08"	476	"Lung Adeno"	13.2960893854749
"TCGA-L9-A444-01A-21D-A24D-08"	476	"Lung Adeno"	13.2960893854749
"TCGA-50-6594-01A-11D-1753-08"	473	"Lung Adeno"	13.2122905027933
"TCGA-55-8092-01A-11D-2238-08"	470	"Lung Adeno"	13.1284916201117
"TCGA-69-7974-01A-11D-2184-08"	469	"Lung Adeno"	13.1005586592179
"TCGA-64-1679-01A-21D-2063-08"	468	"Lung Adeno"	13.072625698324
"TCGA-73-4668-01A-01D-1265-08"	467	"Lung Adeno"	13.0446927374302
"TCGA-95-7947-01A-11D-2184-08"	458	"Lung Adeno"	12.7932960893855
"TCGA-55-8205-01A-11D-2238-08"	457	"Lung Adeno"	12.7653631284916
"TCGA-NJ-A4YP-01A-11D-A25L-08"	456	"Lung Adeno"	12.7374301675978
"TCGA-62-8399-01A-21D-2323-08"	454	"Lung Adeno"	12.6815642458101
"TCGA-55-6968-01A-11D-1945-08"	447	"Lung Adeno"	12.4860335195531
"TCGA-91-6836-01A-21D-1855-08"	440	"Lung Adeno"	12.2905027932961
"TCGA-86-8279-01A-11D-2284-08"	439	"Lung Adeno"	12.2625698324022
"TCGA-93-8067-01A-11D-2284-08"	439	"Lung Adeno"	12.2625698324022
"TCGA-44-A4SS-01A-11D-A24P-08"	433	"Lung Adeno"	12.0949720670391
"TCGA-99-7458-01A-11D-2036-08"	433	"Lung Adeno"	12.0949720670391
"TCGA-86-8673-01A-11D-2393-08"	432	"Lung Adeno"	12.0670391061453
"TCGA-53-A4EZ-01A-12D-A24P-08"	431	"Lung Adeno"	12.0391061452514
"TCGA-99-8025-01A-11D-2238-08"	430	"Lung Adeno"	12.0111731843575
"TCGA-97-7937-01A-11D-2167-08"	427	"Lung Adeno"	11.927374301676
"TCGA-55-6985-01A-11D-1945-08"	424	"Lung Adeno"	11.8435754189944
"TCGA-69-A59K-01A-11D-A25L-08"	421	"Lung Adeno"	11.7597765363129
"TCGA-55-8620-01A-11D-2393-08"	418	"Lung Adeno"	11.6759776536313
"TCGA-78-7539-01A-11D-2063-08"	418	"Lung Adeno"	11.6759776536313
"TCGA-55-8616-01A-11D-2393-08"	417	"Lung Adeno"	11.6480446927374
"TCGA-55-6969-01A-11D-1945-08"	416	"Lung Adeno"	11.6201117318436
"TCGA-64-5778-01A-01D-1625-08"	414	"Lung Adeno"	11.5642458100559
"TCGA-64-5775-01A-01D-1625-08"	413	"Lung Adeno"	11.536312849162
"TCGA-55-7283-01A-11D-2036-08"	412	"Lung Adeno"	11.5083798882682
"TCGA-49-6767-01A-11D-1855-08"	411	"Lung Adeno"	11.4804469273743
"TCGA-95-A4VN-01A-11D-A25L-08"	407	"Lung Adeno"	11.3687150837989
"TCGA-97-7554-01A-11D-2036-08"	399	"Lung Adeno"	11.145251396648
